properties{
  y = 168,
  width = 48,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1336,
  y = 112,
  width = 48,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1336,
  y = 88,
  width = 48,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1336,
  y = 40,
  width = 48,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1336,
  y = 16,
  width = 48,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1336,
  y = 360,
  width = 48,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1248,
  y = 336,
  width = 32,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1248,
  y = 168,
  width = 32,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1248,
  y = 88,
  width = 32,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1248,
  y = 8,
  width = 32,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1248,
  y = 248,
  width = 32,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1168,
  y = 240,
  width = 40,
  height = 8,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1088,
  y = 680,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 672,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 680,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 664,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 656,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 656,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1120,
  y = 664,
  width = 8,
  height = 24,
  pattern = "314",
}

tile{
  layer = 0,
  x = 1064,
  y = 664,
  width = 8,
  height = 24,
  pattern = "315",
}

tile{
  layer = 0,
  x = 1088,
  y = 576,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 568,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 576,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 560,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 552,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 552,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1120,
  y = 560,
  width = 8,
  height = 24,
  pattern = "314",
}

tile{
  layer = 0,
  x = 1064,
  y = 560,
  width = 8,
  height = 24,
  pattern = "315",
}

tile{
  layer = 0,
  x = 1088,
  y = 472,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 464,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 472,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 456,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 448,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 448,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1120,
  y = 456,
  width = 8,
  height = 24,
  pattern = "314",
}

tile{
  layer = 0,
  x = 1064,
  y = 456,
  width = 8,
  height = 24,
  pattern = "315",
}

tile{
  layer = 0,
  x = 1088,
  y = 368,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 360,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 368,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 352,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 344,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 344,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1120,
  y = 352,
  width = 8,
  height = 24,
  pattern = "314",
}

tile{
  layer = 0,
  x = 1064,
  y = 352,
  width = 8,
  height = 24,
  pattern = "315",
}

tile{
  layer = 0,
  x = 1088,
  y = 256,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 248,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 256,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 240,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 232,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 232,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1120,
  y = 240,
  width = 8,
  height = 24,
  pattern = "314",
}

tile{
  layer = 0,
  x = 1064,
  y = 240,
  width = 8,
  height = 24,
  pattern = "315",
}

tile{
  layer = 0,
  x = 1088,
  y = 144,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 136,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 144,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 128,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1096,
  y = 120,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 120,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1120,
  y = 128,
  width = 8,
  height = 24,
  pattern = "314",
}

tile{
  layer = 0,
  x = 1064,
  y = 128,
  width = 8,
  height = 24,
  pattern = "315",
}

tile{
  layer = 0,
  x = 1088,
  y = 32,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 24,
  width = 24,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 1072,
  y = 32,
  width = 32,
  height = 24,
  pattern = "320",
}

tile{
  layer = 0,
  x = 656,
  y = 88,
  width = 32,
  height = 8,
  pattern = "87",
}

tile{
  layer = 0,
  x = 624,
  y = 512,
  width = 32,
  height = 16,
  pattern = "83",
}

tile{
  layer = 0,
  x = 600,
  y = 480,
  width = 24,
  height = 32,
  pattern = "97",
}

tile{
  layer = 0,
  x = 616,
  y = 144,
  width = 16,
  height = 32,
  pattern = "114",
}

tile{
  layer = 0,
  x = 616,
  y = 184,
  width = 16,
  height = 64,
  pattern = "96",
}

tile{
  layer = 0,
  x = 632,
  y = 184,
  width = 16,
  height = 64,
  pattern = "96",
}

tile{
  layer = 0,
  x = 648,
  y = 240,
  width = 32,
  height = 32,
  pattern = "309",
}

tile{
  layer = 0,
  x = 600,
  y = 200,
  width = 16,
  height = 64,
  pattern = "96",
}

tile{
  layer = 0,
  x = 648,
  y = 264,
  width = 16,
  height = 16,
  pattern = "310",
}

tile{
  layer = 0,
  x = 608,
  y = 248,
  width = 24,
  height = 32,
  pattern = "97",
}

tile{
  layer = 0,
  x = 664,
  y = 216,
  width = 16,
  height = 64,
  pattern = "96",
}

tile{
  layer = 0,
  x = 584,
  y = 216,
  width = 16,
  height = 64,
  pattern = "96",
}

tile{
  layer = 0,
  x = 600,
  y = 96,
  width = 32,
  height = 32,
  pattern = "309",
}

tile{
  layer = 0,
  x = 616,
  y = 48,
  width = 16,
  height = 32,
  pattern = "96",
}

tile{
  layer = 0,
  x = 600,
  y = 48,
  width = 16,
  height = 32,
  pattern = "96",
}

tile{
  layer = 0,
  x = 648,
  y = 16,
  width = 48,
  height = 48,
  pattern = "106",
}

tile{
  layer = 0,
  x = 584,
  y = 16,
  width = 64,
  height = 16,
  pattern = "106",
}

tile{
  layer = 0,
  x = 584,
  y = 48,
  width = 16,
  height = 56,
  pattern = "99",
}

tile{
  layer = 0,
  x = 968,
  y = 32,
  width = 64,
  height = 16,
  pattern = "81",
}

tile{
  layer = 0,
  x = 984,
  y = 24,
  width = 8,
  height = 8,
  pattern = "301",
}

tile{
  layer = 0,
  x = 736,
  y = 0,
  width = 8,
  height = 8,
  pattern = "299",
}

tile{
  layer = 0,
  x = 744,
  y = 0,
  width = 144,
  height = 40,
  pattern = "297",
}

tile{
  layer = 0,
  x = 744,
  y = 0,
  width = 152,
  height = 8,
  pattern = "298",
}

tile{
  layer = 0,
  x = 848,
  y = 48,
  width = 40,
  height = 16,
  pattern = "40",
}

tile{
  layer = 0,
  x = 16,
  y = 96,
  width = 80,
  height = 32,
  pattern = "84",
}

tile{
  layer = 0,
  x = 16,
  y = 8,
  width = 80,
  height = 32,
  pattern = "67",
}

tile{
  layer = 0,
  x = 16,
  y = 40,
  width = 80,
  height = 16,
  pattern = "75",
}

tile{
  layer = 0,
  x = 160,
  y = 24,
  width = 128,
  height = 32,
  pattern = "37",
}

tile{
  layer = 0,
  x = 160,
  y = 24,
  width = 64,
  height = 32,
  pattern = "37",
}

tile{
  layer = 0,
  x = 160,
  y = 48,
  width = 128,
  height = 24,
  pattern = "33",
}

tile{
  layer = 0,
  x = 168,
  y = 48,
  width = 24,
  height = 24,
  pattern = "34",
}

tile{
  layer = 0,
  x = 248,
  y = 48,
  width = 24,
  height = 24,
  pattern = "36",
}

tile{
  layer = 0,
  x = 160,
  y = 8,
  width = 128,
  height = 32,
  pattern = "37",
}

tile{
  layer = 0,
  x = 219,
  y = 16,
  width = 32,
  height = 32,
  pattern = "45",
}

tile{
  layer = 0,
  x = 193,
  y = 16,
  width = 32,
  height = 32,
  pattern = "44",
}

tile{
  layer = 0,
  x = 208,
  y = 48,
  width = 32,
  height = 24,
  pattern = "41",
}

tile{
  layer = 0,
  x = 144,
  y = -8,
  width = 24,
  height = 80,
  pattern = "47",
}

tile{
  layer = 0,
  x = 280,
  y = -8,
  width = 24,
  height = 80,
  pattern = "46",
}

tile{
  layer = 0,
  x = 160,
  y = 0,
  width = 128,
  height = 8,
  pattern = "38",
}

tile{
  layer = 0,
  x = 160,
  y = 8,
  width = 16,
  height = 16,
  pattern = "52",
}

tile{
  layer = 0,
  x = 264,
  y = 8,
  width = 16,
  height = 16,
  pattern = "52",
}

tile{
  layer = 0,
  x = 144,
  y = 0,
  width = 160,
  height = 8,
  pattern = "42",
}

tile{
  layer = 0,
  x = 0,
  y = 56,
  width = 8,
  height = 24,
  pattern = "65",
}

tile{
  layer = 0,
  x = 8,
  y = 56,
  width = 96,
  height = 24,
  pattern = "64",
}

tile{
  layer = 0,
  x = 104,
  y = 56,
  width = 8,
  height = 24,
  pattern = "66",
}

tile{
  layer = 0,
  x = 32,
  y = 56,
  width = 40,
  height = 32,
  pattern = "70",
}

tile{
  layer = 0,
  x = 40,
  y = 40,
  width = 24,
  height = 16,
  pattern = "69",
}

tile{
  layer = 0,
  x = 80,
  y = 64,
  width = 16,
  height = 16,
  pattern = "68",
}

tile{
  layer = 0,
  x = 16,
  y = 64,
  width = 16,
  height = 16,
  pattern = "68",
}

tile{
  layer = 0,
  x = 0,
  y = 144,
  width = 8,
  height = 24,
  pattern = "82",
}

tile{
  layer = 0,
  x = 104,
  y = 144,
  width = 8,
  height = 24,
  pattern = "86",
}

tile{
  layer = 0,
  x = 8,
  y = 144,
  width = 96,
  height = 24,
  pattern = "79",
}

tile{
  layer = 0,
  x = 80,
  y = 152,
  width = 16,
  height = 16,
  pattern = "78",
}

tile{
  layer = 0,
  x = 16,
  y = 152,
  width = 16,
  height = 16,
  pattern = "78",
}

tile{
  layer = 0,
  x = 32,
  y = 144,
  width = 40,
  height = 32,
  pattern = "74",
}

tile{
  layer = 0,
  x = 96,
  y = 0,
  width = 16,
  height = 16,
  pattern = "251",
}

tile{
  layer = 0,
  x = 96,
  y = 16,
  width = 16,
  height = 24,
  pattern = "252",
}

tile{
  layer = 0,
  x = 96,
  y = 24,
  width = 16,
  height = 32,
  pattern = "255",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 16,
  height = 16,
  pattern = "250",
}

tile{
  layer = 0,
  x = 0,
  y = 16,
  width = 16,
  height = 8,
  pattern = "253",
}

tile{
  layer = 0,
  x = 0,
  y = 24,
  width = 16,
  height = 32,
  pattern = "254",
}

tile{
  layer = 0,
  x = 0,
  y = 88,
  width = 16,
  height = 16,
  pattern = "256",
}

tile{
  layer = 0,
  x = 96,
  y = 88,
  width = 16,
  height = 16,
  pattern = "257",
}

tile{
  layer = 0,
  x = 0,
  y = 104,
  width = 16,
  height = 32,
  pattern = "259",
}

tile{
  layer = 0,
  x = 0,
  y = 112,
  width = 16,
  height = 32,
  pattern = "260",
}

tile{
  layer = 0,
  x = 96,
  y = 112,
  width = 16,
  height = 32,
  pattern = "261",
}

tile{
  layer = 0,
  x = 96,
  y = 104,
  width = 16,
  height = 8,
  pattern = "258",
}

tile{
  layer = 0,
  x = 8,
  y = 288,
  width = 16,
  height = 24,
  pattern = "249",
}

tile{
  layer = 0,
  x = 8,
  y = 200,
  width = 16,
  height = 88,
  pattern = "246",
}

tile{
  layer = 0,
  x = 8,
  y = 176,
  width = 16,
  height = 24,
  pattern = "243",
}

tile{
  layer = 0,
  x = 104,
  y = 176,
  width = 16,
  height = 24,
  pattern = "244",
}

tile{
  layer = 0,
  x = 104,
  y = 200,
  width = 16,
  height = 104,
  pattern = "245",
}

tile{
  layer = 0,
  x = 104,
  y = 288,
  width = 16,
  height = 24,
  pattern = "248",
}

tile{
  layer = 0,
  x = 16,
  y = 0,
  width = 80,
  height = 8,
  pattern = "76",
}

tile{
  layer = 0,
  x = 16,
  y = 88,
  width = 80,
  height = 8,
  pattern = "77",
}

tile{
  layer = 0,
  x = 16,
  y = 128,
  width = 80,
  height = 16,
  pattern = "85",
}

tile{
  layer = 0,
  x = 24,
  y = 176,
  width = 80,
  height = 8,
  pattern = "234",
}

tile{
  layer = 0,
  x = 24,
  y = 184,
  width = 80,
  height = 96,
  pattern = "239",
}

tile{
  layer = 0,
  x = 24,
  y = 296,
  width = 80,
  height = 16,
  pattern = "240",
}

tile{
  layer = 0,
  x = 24,
  y = 264,
  width = 80,
  height = 32,
  pattern = "239",
}

tile{
  layer = 0,
  x = 8,
  y = 312,
  width = 8,
  height = 24,
  pattern = "237",
}

tile{
  layer = 0,
  x = 16,
  y = 312,
  width = 96,
  height = 24,
  pattern = "238",
}

tile{
  layer = 0,
  x = 112,
  y = 312,
  width = 8,
  height = 24,
  pattern = "236",
}

tile{
  layer = 0,
  x = 40,
  y = 312,
  width = 40,
  height = 32,
  pattern = "279",
}

tile{
  layer = 0,
  x = 48,
  y = 296,
  width = 24,
  height = 16,
  pattern = "233",
}

tile{
  layer = 0,
  x = 8,
  y = 368,
  width = 16,
  height = 16,
  pattern = "267",
}

tile{
  layer = 0,
  x = 56,
  y = 368,
  width = 16,
  height = 16,
  pattern = "262",
}

tile{
  layer = 0,
  x = 8,
  y = 384,
  width = 16,
  height = 24,
  pattern = "265",
}

tile{
  layer = 0,
  x = 56,
  y = 384,
  width = 16,
  height = 24,
  pattern = "264",
}

tile{
  layer = 0,
  x = 16,
  y = 408,
  width = 48,
  height = 24,
  pattern = "270",
}

tile{
  layer = 0,
  x = 8,
  y = 408,
  width = 8,
  height = 24,
  pattern = "269",
}

tile{
  layer = 0,
  x = 64,
  y = 408,
  width = 8,
  height = 24,
  pattern = "268",
}

tile{
  layer = 0,
  x = 24,
  y = 368,
  width = 32,
  height = 8,
  pattern = "241",
}

tile{
  layer = 0,
  x = 24,
  y = 376,
  width = 32,
  height = 32,
  pattern = "242",
}

tile{
  layer = 0,
  x = 24,
  y = 408,
  width = 40,
  height = 32,
  pattern = "280",
}

tile{
  layer = 0,
  x = 24,
  y = 392,
  width = 32,
  height = 16,
  pattern = "247",
}

tile{
  layer = 0,
  x = 16,
  y = 8,
  width = 16,
  height = 16,
  pattern = "282",
}

tile{
  layer = 0,
  x = 16,
  y = 24,
  width = 16,
  height = 16,
  pattern = "72",
}

tile{
  layer = 0,
  x = 80,
  y = 8,
  width = 16,
  height = 16,
  pattern = "282",
}

tile{
  layer = 0,
  x = 80,
  y = 24,
  width = 16,
  height = 16,
  pattern = "72",
}

tile{
  layer = 0,
  x = 16,
  y = 96,
  width = 16,
  height = 16,
  pattern = "282",
}

tile{
  layer = 0,
  x = 16,
  y = 112,
  width = 16,
  height = 16,
  pattern = "72",
}

tile{
  layer = 0,
  x = 80,
  y = 96,
  width = 16,
  height = 16,
  pattern = "282",
}

tile{
  layer = 0,
  x = 80,
  y = 112,
  width = 16,
  height = 16,
  pattern = "72",
}

tile{
  layer = 0,
  x = 24,
  y = 184,
  width = 16,
  height = 16,
  pattern = "282",
}

tile{
  layer = 0,
  x = 24,
  y = 200,
  width = 16,
  height = 16,
  pattern = "72",
}

tile{
  layer = 0,
  x = 80,
  y = 184,
  width = 16,
  height = 16,
  pattern = "282",
}

tile{
  layer = 0,
  x = 80,
  y = 200,
  width = 16,
  height = 16,
  pattern = "72",
}

tile{
  layer = 0,
  x = 24,
  y = 256,
  width = 16,
  height = 16,
  pattern = "282",
}

tile{
  layer = 0,
  x = 24,
  y = 272,
  width = 16,
  height = 16,
  pattern = "72",
}

tile{
  layer = 0,
  x = 80,
  y = 256,
  width = 16,
  height = 16,
  pattern = "282",
}

tile{
  layer = 0,
  x = 80,
  y = 272,
  width = 16,
  height = 16,
  pattern = "72",
}

tile{
  layer = 0,
  x = 48,
  y = 368,
  width = 16,
  height = 16,
  pattern = "288",
}

tile{
  layer = 0,
  x = 336,
  y = 0,
  width = 56,
  height = 40,
  pattern = "141",
}

tile{
  layer = 0,
  x = 328,
  y = 0,
  width = 8,
  height = 64,
  pattern = "132",
}

tile{
  layer = 0,
  x = 392,
  y = 0,
  width = 8,
  height = 64,
  pattern = "133",
}

tile{
  layer = 0,
  x = 336,
  y = 40,
  width = 32,
  height = 8,
  pattern = "144",
}

tile{
  layer = 0,
  x = 336,
  y = 32,
  width = 48,
  height = 8,
  pattern = "150",
}

tile{
  layer = 0,
  x = 376,
  y = 32,
  width = 16,
  height = 8,
  pattern = "148",
}

tile{
  layer = 0,
  x = 336,
  y = 40,
  width = 16,
  height = 8,
  pattern = "144",
}

tile{
  layer = 0,
  x = 368,
  y = 40,
  width = 16,
  height = 8,
  pattern = "144",
}

tile{
  layer = 0,
  x = 376,
  y = 40,
  width = 16,
  height = 8,
  pattern = "144",
}

tile{
  layer = 0,
  x = 336,
  y = 48,
  width = 48,
  height = 16,
  pattern = "142",
}

tile{
  layer = 0,
  x = 376,
  y = 48,
  width = 16,
  height = 16,
  pattern = "143",
}

tile{
  layer = 0,
  x = 352,
  y = 40,
  width = 32,
  height = 32,
  pattern = "147",
}

tile{
  layer = 0,
  x = 360,
  y = 48,
  width = 16,
  height = 16,
  pattern = "140",
}

tile{
  layer = 0,
  x = 376,
  y = 40,
  width = 16,
  height = 16,
  pattern = "227",
}

tile{
  layer = 0,
  x = 352,
  y = 40,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = 744,
  y = 48,
  width = 112,
  height = 16,
  pattern = "39",
}

tile{
  layer = 0,
  x = 888,
  y = 0,
  width = 8,
  height = 64,
  pattern = "54",
}

tile{
  layer = 0,
  x = 736,
  y = 0,
  width = 8,
  height = 64,
  pattern = "53",
}

tile{
  layer = 0,
  x = 752,
  y = 8,
  width = 16,
  height = 16,
  pattern = "52",
}

tile{
  layer = 0,
  x = 856,
  y = 8,
  width = 16,
  height = 16,
  pattern = "52",
}

tile{
  layer = 0,
  x = 808,
  y = 8,
  width = 16,
  height = 16,
  pattern = "52",
}

tile{
  layer = 0,
  x = 744,
  y = 40,
  width = 144,
  height = 8,
  pattern = "59",
}

tile{
  layer = 0,
  x = 752,
  y = 48,
  width = 8,
  height = 16,
  pattern = "48",
}

tile{
  layer = 0,
  x = 792,
  y = 48,
  width = 8,
  height = 16,
  pattern = "48",
}

tile{
  layer = 0,
  x = 856,
  y = 48,
  width = 8,
  height = 16,
  pattern = "56",
}

tile{
  layer = 0,
  x = 808,
  y = 32,
  width = 40,
  height = 8,
  pattern = "50",
}

tile{
  layer = 0,
  x = 752,
  y = 8,
  width = 24,
  height = 24,
  pattern = "55",
}

tile{
  layer = 0,
  x = 752,
  y = 0,
  width = 24,
  height = 8,
  pattern = "58",
}

tile{
  layer = 0,
  x = 808,
  y = 8,
  width = 24,
  height = 24,
  pattern = "55",
}

tile{
  layer = 0,
  x = 856,
  y = 8,
  width = 24,
  height = 24,
  pattern = "55",
}

tile{
  layer = 0,
  x = 808,
  y = 0,
  width = 24,
  height = 8,
  pattern = "58",
}

tile{
  layer = 0,
  x = 856,
  y = 0,
  width = 24,
